"id","name","host_id","neighbourhood","latitude","longitude","room_type","price","number_of_reviews","host_listings","availability","rating","ward","availability_price","number_of_reviews_ltm"
1109640,"Fresh, New Studio in Great Location",6090773,"Capitol Hill, Lincoln Park",38.8814,-77.00114,"Entire home/apt",200,127,1,87,100,"Ward 6",17400,0
1126839,"Beautiful, Sunny Private Room in DC",192856,"Howard University, Le Droit Park, Cardozo/Shaw",38.91491,-77.02544,"Private room",95,60,1,4,99,"Ward 1",380,1
1138235,"Georgetown 3BR Townhouse 2019 Remodel Patio Garage",5598784,"Georgetown, Burleith/Hillandale",38.90381,-77.06288,"Entire home/apt",828,17,1,1,94,"Ward 2",828,0
1177438,"1890s Rowhouse @ Union Inn",6027536,"Union Station, Stanton Park, Kingman Park",38.90419,-77.0022,"Entire home/apt",154,208,2,87,95,"Ward 6",13398,18
1185566,"Stylish 4BR Home, Walk to Zoo and Metro",6483445,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93065,-77.04444,"Entire home/apt",350,17,2,201,95,"Ward 1",70350,0
1187496,"Vita's Hideaway III",4645,"Historic Anacostia",38.86285,-76.98831,"Private room",61,36,2,364,92,"Ward 8",22204,0
1205516,"02. Small furnished room in Washington",3672670,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87164,-77.01247,"Private room",58,291,14,180,90,"Ward 6",10440,14
1213652,"2 Beds in Private Apt near DC Convention Center",6624445,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91341,-77.01551,"Entire home/apt",85,65,2,267,87,"Ward 5",22695,5
1225965,"Part City Part Country Homestay!",6686327,"Cathedral Heights, McLean Gardens, Glover Park",38.93152,-77.08399,"Entire home/apt",325,15,1,365,89,"Ward 3",118625,0
1245292,"Railroad Retirement w/Private Bath in Chevy Chase!",5448602,"Hawthorne, Barnaby Woods, Chevy Chase",38.96594,-77.078,"Private room",69,312,4,349,99,"Ward 4",24081,13
1273717,"DC House opposite park",6932915,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9326,-77.0465,"Entire home/apt",175,12,1,20,96,"Ward 1",3500,0
1279381,"Quiet Retreat: Walk to Woodley Park Metro",6961905,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",38.92414,-77.05734,"Entire home/apt",175,86,1,82,98,"Ward 3",14350,1
1280092,"Deep Cleaned & Comfortable in Petworth",5243622,"Brightwood Park, Crestwood, Petworth",38.94091,-77.0195,"Entire home/apt",120,77,1,155,95,"Ward 4",18600,11
1281015,"Private, Spacious Retreat in Awesome Location!",6970679,"Union Station, Stanton Park, Kingman Park",38.90196,-76.99841,"Entire home/apt",90,318,4,81,97,"Ward 6",7290,6
1284169,"Bright, Beautiful, Steps to Metro",3393172,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92783,-77.03096,"Entire home/apt",110,212,2,55,98,"Ward 1",6050,2
1294300,"Spacious 1-bedroom apt. with off-street parking",7037040,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93196,-77.04314,"Entire home/apt",100,166,1,0,98,"Ward 1",0,5
1294389,"Metro 2 Blocks - Cozy w/Amenities",7037742,"Brightwood Park, Crestwood, Petworth",38.93671,-77.02897,"Entire home/apt",100,29,2,255,92,"Ward 4",25500,3
1301928,"Dupont, U St, Adams Morgan Central Apt",241250039,"Dupont Circle, Connecticut Avenue/K Street",38.91726,-77.03996,"Entire home/apt",100,43,6,248,89,"Ward 2",24800,2
1349891,"Lovely and central condo w/patio!",1692084,"Dupont Circle, Connecticut Avenue/K Street",38.90791,-77.04708,"Entire home/apt",99,0,1,65,NA,"Ward 2",6435,0
1386754,"Spacious rowhouse near Rock Creek Park",588140,"Brightwood Park, Crestwood, Petworth",38.94305,-77.03673,"Entire home/apt",165,10,1,0,100,"Ward 4",0,0
1396350,"DC Historic Rowhouse English Basement Unit-2BR",2487776,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91935,-77.01181,"Entire home/apt",115,69,1,23,98,"Ward 5",2645,3
1396950,"Luxury 1 bedroom in Dupont Circle",4993788,"Dupont Circle, Connecticut Avenue/K Street",38.91052,-77.04846,"Entire home/apt",99,179,1,0,98,"Ward 2",0,6
1407284,"1 bedroom Suite in Columbia Heights",2231801,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92489,-77.02806,"Private room",45,28,2,140,88,"Ward 1",6300,2
1416138,"Relax and Sleep in Class in Shaw",7630547,"Shaw, Logan Circle",38.91341,-77.02253,"Private room",50,176,2,75,94,"Ward 2",3750,0
1446230,"Long Term Luxury: Exquisite Studio AdMo",3574033,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92806,-77.03796,"Entire home/apt",94,19,6,365,94,"Ward 1",34310,1
1449453,"Efficiency Suite 1 bedroom - great location",7382157,"Union Station, Stanton Park, Kingman Park",38.8942,-76.97563,"Entire home/apt",67,25,1,0,85,"Ward 6",0,0
1484387,"Master BR (free parking), Columbia Heights",2639916,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9316,-77.02438,"Private room",120,16,1,365,94,"Ward 1",43800,0
1488282,"Chic Oasis ♥ Clean, Close to Metro",2629218,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93441,-77.02773,"Entire home/apt",134,383,1,236,94,"Ward 1",31624,15
1528509,"Family friendly row house!",1267242,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93424,-77.0293,"Entire home/apt",699,12,2,363,100,"Ward 1",253737,0
1537822,"Park View Apt: parking | kitchen | wifi | garden",8199495,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93362,-77.02555,"Entire home/apt",87,87,2,3,98,"Ward 1",261,33
1546656,"Sunny Studio--Great View & Location",8242295,"Brightwood Park, Crestwood, Petworth",38.93837,-77.03281,"Entire home/apt",100,26,1,294,99,"Ward 4",29400,0
1561287,"Charming Adams Morgan bedroom in DC",8308015,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92261,-77.04194,"Private room",78,53,2,365,96,"Ward 1",28470,0
1571112,"Surprisingly Sunny, Arty Apartment",8354112,"Dupont Circle, Connecticut Avenue/K Street",38.91579,-77.04042,"Entire home/apt",145,132,2,310,99,"Ward 2",44950,1
1588843,"Cozy Trinidad in-law suite",7777552,"Ivy City, Arboretum, Trinidad, Carver Langston",38.90609,-76.98975,"Entire home/apt",82,77,1,294,91,"Ward 5",24108,1
1601459,"Master Bedroom with private bath in group house",3343073,"Brightwood Park, Crestwood, Petworth",38.94012,-77.03388,"Private room",40,43,1,0,95,"Ward 4",0,0
1613892,"Charming 1BR English Basement Apt.",8591234,"Union Station, Stanton Park, Kingman Park",38.89489,-76.98935,"Entire home/apt",100,281,10,117,96,"Ward 6",11700,4
1628328,"Private row house apartment nestled in Shaw",8654665,"Shaw, Logan Circle",38.9126,-77.01748,"Entire home/apt",135,342,1,355,98,"Ward 2",47925,5
1628600,"Spacious 2 BR Rowhouse for Tourists or City Living",8656111,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93565,-77.02767,"Entire home/apt",205,3,1,0,93,"Ward 1",0,3
1641184,"Peaceful Oasis Near U St/Dupont; Private Bedroom",8713526,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92042,-77.03977,"Private room",79,68,1,325,98,"Ward 1",25675,0
1667080,"Private & Comfortable NoMa Studio",8828921,"Union Station, Stanton Park, Kingman Park",38.90438,-77.00177,"Entire home/apt",84,219,1,94,98,"Ward 6",7896,7
1673359,"COVIDfree Urban Elegance in Central DC Rowhouse",8857751,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92384,-77.02943,"Entire home/apt",95,44,1,0,94,"Ward 1",0,3
1690515,"Quiet Corner Unit Central to All!!",3574033,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92638,-77.03658,"Entire home/apt",248,0,6,365,NA,"Ward 1",90520,0
1692215,"Near DuPont 2BR/2BA Short Term/Long Term",228995058,"Dupont Circle, Connecticut Avenue/K Street",38.91582,-77.03896,"Entire home/apt",82,27,1,177,93,"Ward 2",14514,3
1718584,"Full House Near Convention Center Rhode Island NW",6624445,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91343,-77.01452,"Entire home/apt",225,78,2,365,90,"Ward 5",82125,0
1761677,"Classic scandinavian, kid haven",9260186,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92918,-77.04035,"Entire home/apt",325,60,1,33,99,"Ward 1",10725,2
1778080,"Gorgeous Washington, D.C. Getaway",9335278,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92263,-77.04492,"Entire home/apt",120,66,1,342,89,"Ward 1",41040,0
1789722,"Top Listing! Large 1BR Zen Boutique",9391057,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93118,-77.03811,"Entire home/apt",132,348,2,143,98,"Ward 1",18876,14
1806338,"Exceptionally large and bright  bedroom",9462131,"Capitol Hill, Lincoln Park",38.88981,-76.98762,"Private room",85,67,2,280,97,"Ward 6",23800,2
1821276,"Samurai themed room next to metro",7042945,"Douglas, Shipley Terrace",38.84136,-76.97888,"Private room",34,141,5,54,95,"Ward 8",1836,10
1824864,"Gracie's Place on Capitol Hill",9550761,"Union Station, Stanton Park, Kingman Park",38.89668,-76.99655,"Entire home/apt",125,47,1,357,97,"Ward 6",44625,8
1826665,"Trendy & Private Suite - Perfect To Explore DC!",916470,"Brightwood Park, Crestwood, Petworth",38.95238,-77.01887,"Entire home/apt",77,7,1,23,100,"Ward 4",1771,7
1826731,"Spacious, Hill Rowhouse with adorable cats!",6256112,"Capitol Hill, Lincoln Park",38.88409,-76.98786,"Entire home/apt",175,7,1,0,100,"Ward 6",0,1
1838623,"Furnished Rm South of Takoma D.C.",9542055,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96885,-77.00968,"Private room",22,7,2,263,100,"Ward 5",5786,3
1841397,"Furnished Lrg Rm S. of Takoma D.C.",9542055,"Lamont Riggs, Queens Chapel, Fort Totten, Pleasant Hill",38.96971,-77.00793,"Private room",26,15,2,223,97,"Ward 5",5798,5
1857312,"Beautiful house to yourself with parking",9692598,"Brightwood Park, Crestwood, Petworth",38.93944,-77.02236,"Entire home/apt",121,27,1,79,96,"Ward 4",9559,0
1860120,"Pet Friendly Private BSMT w/Parking & Backyard",10470695,"Brightwood Park, Crestwood, Petworth",38.94334,-77.01426,"Entire home/apt",90,144,1,44,99,"Ward 4",3960,3
1864715,"Lux 1 Bedroom near White House w/wifi",9419684,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89988,-77.03341,"Entire home/apt",226,10,15,363,98,"Ward 2",82038,1
1865861,"House near downtown DC",3138065,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93584,-77.04107,"Entire home/apt",150,7,1,24,100,"Ward 1",3600,0
1867513,"Lux 2 BR Near White House | Wifi+Gym+Min to Metro",9419684,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89988,-77.03341,"Entire home/apt",290,26,15,358,95,"Ward 2",103820,0
1875603,"Safari themed room next to metro",7042945,"Douglas, Shipley Terrace",38.84143,-76.9785,"Private room",34,126,5,64,93,"Ward 8",2176,7
1875762,"Penthouse Victorian Suite Heart DC",9770738,"Brookland, Brentwood, Langdon",38.92358,-76.99152,"Entire home/apt",99,48,1,364,89,"Ward 5",36036,1
1880860,"Near the US Capitol",9792214,"Capitol Hill, Lincoln Park",38.88466,-76.98084,"Private room",59,137,1,364,87,"Ward 6",21476,0
1886627,"Amazing Studio in Great Location!",6653570,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93423,-77.03128,"Entire home/apt",60,4,1,42,93,"Ward 1",2520,3
1896951,"Mid-Century in Rock Creek Park",9789671,"Colonial Village, Shepherd Park, North Portal Estates",38.9897,-77.0463,"Private room",90,121,1,344,97,"Ward 4",30960,0
1901631,"2BR/1BA Guest Suite - Union Station",9011212,"Union Station, Stanton Park, Kingman Park",38.90192,-77.00103,"Entire home/apt",164,177,3,0,98,"Ward 6",0,4
1936134,"Modern DC Northwest Apartment with Parking Spot",10017900,"North Cleveland Park, Forest Hills, Van Ness",38.95442,-77.07159,"Entire home/apt",124,188,1,224,98,"Ward 3",27776,6
1944504,"Charming two-bedroom Kalorama",10057663,"Kalorama Heights, Adams Morgan, Lanier Heights",38.92029,-77.04861,"Entire home/apt",135,0,1,358,NA,"Ward 1",48330,0
1947438,"In the Heart of It All",4531028,"Dupont Circle, Connecticut Avenue/K Street",38.90661,-77.04592,"Entire home/apt",695,38,2,336,96,"Ward 2",233520,0
1978626,"Private 1BR/1BA/Full Kitchen DC Apt Near Metro/Bus",3643066,"Takoma, Brightwood, Manor Park",38.97735,-77.02458,"Entire home/apt",79,124,1,0,99,"Ward 4",0,2
1997483,"GREAT SOCIAL DISTANCING Instaworthy Couples Nest | Blazing Fast 1GIG Wifi - 3 blocks to Capitol - Entire Top Two Floors of Detached Home.  Gorgeous East Capitol Street.  Best location in DC.",10292686,"Capitol Hill, Lincoln Park",38.89105,-77.00117,"Entire home/apt",251,20,23,306,96,"Ward 6",76806,2
2032214,"Bright and Modern U Street Studio",2077502,"Kalorama Heights, Adams Morgan, Lanier Heights",38.91876,-77.04281,"Entire home/apt",79,128,1,264,94,"Ward 1",20856,7
2033421,"Modern Bedroom in Renovated Solar DC Rowhouse",3331633,"Brookland, Brentwood, Langdon",38.91881,-76.9861,"Private room",60,78,3,365,94,"Ward 5",21900,0
2060129,"GREAT SOCIAL DISTANCING Cozy Hideaway In Secluded Courtyard - Blazing Fast 1 GIG WIFI - Modern Kitchen  - Huge Landscaped Courtyard - Gorgeous Street.  Three blocks to Capitol.",10292686,"Capitol Hill, Lincoln Park",38.89068,-77.00155,"Entire home/apt",114,22,23,344,97,"Ward 6",39216,11
2070286,"Perfect for Inauguration (huge home and brand new)",10412969,"Hawthorne, Barnaby Woods, Chevy Chase",38.96319,-77.07822,"Entire home/apt",2159,0,1,88,NA,"Ward 4",189992,0
2091153,"Garage Mahal",34312,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91857,-77.00997,"Entire home/apt",45,290,2,3,92,"Ward 5",135,3
2093954,"*Private-Suite Lux Bath Near Metro*",1972308,"Union Station, Stanton Park, Kingman Park",38.8997,-77.0045,"Private room",98,28,1,360,95,"Ward 6",35280,0
2097166,"Comfort & Charm in Georgetown - 3BD",19624207,"Spring Valley, Palisades, Wesley Heights, Foxhall Crescent, Foxhall Village, Georgetown Reservoir",38.90632,-77.08163,"Entire home/apt",284,77,2,61,94,"Ward 3",17324,0
2098615,"Cozy Pied-à-Terre @ Union Inn",6027536,"Union Station, Stanton Park, Kingman Park",38.9042,-77.00228,"Entire home/apt",151,130,2,85,97,"Ward 6",12835,9
2104840,"Beautiful 2 bed/2 bath apartment on 14th St",10731291,"Shaw, Logan Circle",38.91202,-77.03298,"Private room",375,0,1,83,NA,"Ward 2",31125,0
2111965,"Large bedroom in Cozy brick house",9354986,"Takoma, Brightwood, Manor Park",38.96725,-77.02451,"Private room",60,15,5,10,97,"Ward 4",600,3
2115421,"Nice room for rent on 18th st, few mins to Dupont",315148,"Dupont Circle, Connecticut Avenue/K Street",38.90645,-77.03694,"Private room",55,0,32,365,NA,"Ward 2",20075,0
2137730,"Fun cheerful apt in heart of DC",10285421,"Union Station, Stanton Park, Kingman Park",38.90012,-76.99736,"Private room",60,9,1,365,96,"Ward 6",21900,0
2142150,"A condo in the heart Dupont Circle",10921367,"Dupont Circle, Connecticut Avenue/K Street",38.90997,-77.04151,"Entire home/apt",150,111,1,135,98,"Ward 2",20250,1
2153587,"Simple Bsmnt Apt. 10 Min. to Metro/Paid Parking",270541,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93085,-77.02685,"Entire home/apt",100,258,1,26,93,"Ward 1",2600,12
2187594,"1 BR Corporate/Vacation Apartment",11154497,"Brightwood Park, Crestwood, Petworth",38.95356,-77.03007,"Entire home/apt",49,118,1,294,100,"Ward 4",14406,10
2201654,"Fun Mt. Pleasant Studio near Zoo!",11231930,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.93025,-77.04287,"Entire home/apt",97,487,1,303,97,"Ward 1",29391,58
2215303,"1 Block to Metro in Columbia Heights Group House",328471,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92902,-77.03006,"Private room",28,219,3,80,90,"Ward 1",2240,1
2215489,"Historic Brownstone EnglishBasement",10447928,"Howard University, Le Droit Park, Cardozo/Shaw",38.9217,-77.01498,"Entire home/apt",150,55,1,86,95,"Ward 1",12900,0
2231106,"Cozy Apt Near Stanton Park in Family Home, Parking",9703984,"Union Station, Stanton Park, Kingman Park",38.89494,-76.99847,"Entire home/apt",85,20,1,8,94,"Ward 6",680,1
2241084,"Gem of a townhouse near Dupont Circle/ Georgetown",11418968,"Georgetown, Burleith/Hillandale",38.90912,-77.05487,"Entire home/apt",209,92,1,153,98,"Ward 2",31977,0
2257433,"Dreamy 1Bed/1.5Bath +Parking",3574033,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9244,-77.03576,"Entire home/apt",118,44,6,265,90,"Ward 1",31270,5
2257488,"Dream loft, quiet in the city + Parking",3574033,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92462,-77.03426,"Entire home/apt",192,121,6,297,88,"Ward 1",57024,2
2259215,"Dream Penthouse + Parking. Walk Everywhere!",3574033,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.9252,-77.03629,"Entire home/apt",190,159,6,143,88,"Ward 1",27170,13
2263350,"DuPont Escape",17633,"Dupont Circle, Connecticut Avenue/K Street",38.90887,-77.04234,"Entire home/apt",128,78,30,61,93,"Ward 2",7808,4
2277705,"Charming Lincoln Park Apartment",11630609,"Capitol Hill, Lincoln Park",38.8892,-76.98778,"Entire home/apt",123,234,1,153,97,"Ward 6",18819,17
2278965,"International Jungle 1 B in an ideal location!",1109162,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.88079,-77.01858,"Shared room",89,21,1,1,98,"Ward 6",89,0
2289912,"Spacious, private 1BR garden suite",8261484,"Brightwood Park, Crestwood, Petworth",38.94385,-77.02266,"Entire home/apt",291,200,1,81,95,"Ward 4",23571,0
2302031,"Located in the Heart of DC",11756990,"Shaw, Logan Circle",38.91195,-77.01991,"Private room",65,294,2,156,97,"Ward 2",10140,1
2304761,"Lovely private room close to Dupont circle",315148,"Dupont Circle, Connecticut Avenue/K Street",38.91496,-77.0425,"Private room",55,7,32,337,100,"Ward 2",18535,0
2308259,"Georgetown Renovated 2 b-Garden Apt",11788216,"Georgetown, Burleith/Hillandale",38.90538,-77.06741,"Entire home/apt",250,78,1,61,95,"Ward 2",15250,0
2308761,"Stylish Basement w/ parking at amazing location!",11771833,"Southwest Employment Area, Southwest/Waterfront, Fort McNair, Buzzard Point",38.87859,-77.02019,"Entire home/apt",149,129,2,25,94,"Ward 6",3725,0
2322021,"Cozy Private Room in Glover Park - DC",11860491,"Cathedral Heights, McLean Gardens, Glover Park",38.92117,-77.07859,"Private room",80,0,1,0,NA,"Ward 3",0,0
2343987,"Bedroom in Capitol Hill row-house",11970274,"Union Station, Stanton Park, Kingman Park",38.89689,-76.99644,"Private room",50,360,1,256,95,"Ward 6",12800,7
2346018,"Your Own Historic Row House Suite",11980555,"Dupont Circle, Connecticut Avenue/K Street",38.90373,-77.0486,"Entire home/apt",99,336,10,176,91,"Ward 2",17424,4
2351587,"Spacious & Modern in West End",1864688,"West End, Foggy Bottom, GWU",38.90308,-77.05063,"Entire home/apt",89,286,15,53,96,"Ward 2",4717,15
2361802,"Historic Home steps from Capitol",12062787,"Capitol Hill, Lincoln Park",38.88277,-77.00837,"Entire home/apt",199,271,1,250,97,"Ward 6",49750,8
2365726,"One Bedroom for Rent in Rowhouse",6355960,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.9171,-77.00075,"Private room",55,67,3,353,98,"Ward 5",19415,0
2371799,"Lux 2 Bedroom near White House w/wifi",9419684,"Downtown, Chinatown, Penn Quarters, Mount Vernon Square, North Capitol Street",38.89988,-77.03341,"Entire home/apt",308,14,15,365,96,"Ward 2",112420,0
2380536,"Spacious 1BR in Capitol Hill",12161205,"Capitol Hill, Lincoln Park",38.88326,-76.99207,"Entire home/apt",130,106,2,321,98,"Ward 6",41730,6
2452967,"Modern 2Bd/1.5 Bath U Street Home",12534752,"Columbia Heights, Mt. Pleasant, Pleasant Plains, Park View",38.92129,-77.03011,"Entire home/apt",319,12,1,61,98,"Ward 1",19459,0
2466942,"Cozy Colonial N Convenient Location",12615669,"Colonial Village, Shepherd Park, North Portal Estates",38.98661,-77.03505,"Private room",120,53,1,2,99,"Ward 4",240,1
